2-(1,3-BENZODIOXOL-5-YL)-5-[(3-FLUORO-4-METHOXYBENZYL)SULFANYL]-1,3,4-OXADIAZOLE	GSK3B
1,4-DITHIOTHREITOL	AXIN1
5-DEOXY-5-PIPERIDIN-1-YLTHYMIDINE	RNASE1
2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	MMP3
TADALAFIL	PDE5A
TADALAFIL	PDE11A
TIFUVIRTIDE	SERPINA5
ULIXERTINIB	MAPK3
ULIXERTINIB	MAPK1
COMPOUND 12, N-ACETYL-4-[(CARBOXYCARBONYL)(2-CARBOXYPHENYL)AMINO]-N-PENTYL-1-NAPTHYLALANIAMIDE	PTPN1
STREPTOMYCIN	PADI4
FESOTERODINE	CHRM2
FESOTERODINE	CHRM4
FESOTERODINE	CHRM5
FESOTERODINE	CHRM3
FESOTERODINE	CHRM1
MARIMASTAT	MMP17
MARIMASTAT	MMP11
MARIMASTAT	MMP10
MARIMASTAT	MMP14
MARIMASTAT	MMP26
MARIMASTAT	MMP27
MARIMASTAT	MMP19
MARIMASTAT	MMP3
MARIMASTAT	MMP28
MARIMASTAT	MMP1
MARIMASTAT	MMP21
MARIMASTAT	MMP2
MARIMASTAT	MMP9
MARIMASTAT	MMP15
MARIMASTAT	MMP16
MARIMASTAT	MMP8
MARIMASTAT	MMP7
MARIMASTAT	MMP13
MARIMASTAT	MMP25
MARIMASTAT	MMP12
MARIMASTAT	MMP20
MARIMASTAT	MMP24
DONEPEZIL	HTR2A
DONEPEZIL	ACHE
NICORANDIL	ABCC9
CARMUSTINE	GSR
2-{[4-(1-METHYL-4-PYRIDIN-4-YL-1H-PYRAZOL-3-YL)PHENOXY]METHYL}QUINOLINE	PDE10A
ANNAMYCIN	TOP2A
1,4-BUTANEDIOL	MAN1B1
1,4-BUTANEDIOL	PLA2G2A
1,4-BUTANEDIOL	PLA2G2E
FILANESIB	KIF11
ETIDRONIC ACID	PTPRS
ETIDRONIC ACID	ATP6V1A
TIAPROFENIC ACID	PTGS1
TIAPROFENIC ACID	PTGS2
(3R)-3-HYDROXYDODECANOIC ACID	ACOX1
2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID	HBA1
2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID	HBB
ARUNDIC ACID	S100B
5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	PIK3CG
TIXOCORTOL	HDAC2
TIXOCORTOL	NR3C1
INDEGLITAZAR	PPARD
INDEGLITAZAR	PPARG
INDEGLITAZAR	NCOA1
INDEGLITAZAR	PPARA
7,8-DIHYDROXY-4-PHENYL-2H-CHROMEN-2-ONE	COMT
PARDOPRUNOX	HTR1A
PARDOPRUNOX	DRD2
PARDOPRUNOX	DRD4
PARDOPRUNOX	DRD3
JASPISAMIDE A	ACTA1
BIOPTERIN	DHFR
BIOPTERIN	SPR
BIOPTERIN	PTS
NORTRIPTYLINE	ADRA1D
NORTRIPTYLINE	HTR6
NORTRIPTYLINE	CHRM1
NORTRIPTYLINE	CHRM3
NORTRIPTYLINE	HTR2C
NORTRIPTYLINE	HTR2C
NORTRIPTYLINE	HRH1
NORTRIPTYLINE	CHRM2
NORTRIPTYLINE	SLC6A2
NORTRIPTYLINE	CHRM5
NORTRIPTYLINE	ADRA1B
NORTRIPTYLINE	HTR1A
NORTRIPTYLINE	CHRM4
NORTRIPTYLINE	SLC6A4
NORTRIPTYLINE	DRD2
NORTRIPTYLINE	HTR2A
NORTRIPTYLINE	ADRA1A
PDE4	PDE4A
ALBENDAZOLE	TUBA1A
ALBENDAZOLE	TUBB4B
HEPTANE-1,2,3-TRIOL	RHO
SULODEXIDE	SERPINC1
SULODEXIDE	SERPIND1
EDOTECARIN	TOP1
4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE	HNMT
IODO-WILLARDIINE	GRIA2
(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE	KIF11
N-[2-(1-FORMYL-2-METHYL-PROPYL)-1-(4-PIPERIDIN-1-YL-BUT-2-ENOYL)-PYRROLIDIN-3-YL]-METHANESULFONAMIDE	CELA1
1-{2-[2-(2-METHOXYETHOXY)ETHOXY]ETHOXY}-4-(1,1,3,3-TETRAMETHYLBUTYL)BENZENE	PLA2G2A
S-23	AR
DIGITOXIN	ATP1A1
CHLORPROPAMIDE	ABCC8
3AR,5R,6S,7R,7AR-5-HYDROXYMETHYL-2-METHYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D]THIAZOLE-6,7-DIOL	HEXB
MILNACIPRAN	SLC6A4
MILNACIPRAN	SLC6A2
PYRIMETHAMINE	DHFR
PYRIMETHAMINE	HEXB
CHORIONIC GONADOTROPIN (HUMAN)	LHCGR
RIBOFLAVIN	BLVRB
RIBOFLAVIN	RFK
N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE	EPHB4
5-O-(N-(L-CYSTEINYL)-SULFAMOYL)ADENOSINE	EPRS
EPIGALLOCATECHIN GALLATE	AHR
EPIGALLOCATECHIN GALLATE	DNMT1
LEVORPHANOL	OPRM1
LEVORPHANOL	OPRK1
LEVORPHANOL	OPRD1
TOFACITINIB	JAK2
TOFACITINIB	JAK1
TOFACITINIB	JAK3
TOFACITINIB	TYK2
PREGABALIN	CACNA1A
OLODATEROL	ADRB2
N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE	CTSS
4-(3-{[5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}BENZYL)PIPERIDINE-1-CARBOXYLIC ACID	FAAH
DATP	POLB
(1H-INDOL-3-YL)-(2-MERCAPTO-ETHOXYIMINO)-ACETIC ACID	IL2
4-FLOUROBENZENESULFONAMIDE	CA2
[2-(3-DIBENZOFURAN-4-YL-PHENYL)-1-HYDROXY-1-PHOSPHONO-ETHYL]-PHOSPHONIC ACID	GGPS1
8-(PYRIMIDIN-2-YLAMINO)NAPHTHALENE-2-CARBOXIMIDAMIDE	PLAU
3-(2-AMINOQUINAZOLIN-6-YL)-1-(3,3-DIMETHYLINDOLIN-6-YL)-4-METHYLPYRIDIN-2(1H)-ONE	KDR
MELOXICAM	PTGS1
MELOXICAM	PTGS2
DACETUZUMAB	CD40
PONATINIB	PDGFRA
PONATINIB	FGFR2
PONATINIB	RET
PONATINIB	LCK
PONATINIB	KDR
PONATINIB	FGFR3
PONATINIB	SRC
PONATINIB	FLT3
PONATINIB	KIT
PONATINIB	ABL1
PONATINIB	FGFR4
PONATINIB	FGFR1
PONATINIB	LYN
PONATINIB	TEK
PONATINIB	BCR
AMIFOSTINE	ALPPL2
AMIFOSTINE	ENPP1
(3R)-1-ACETYL-3-METHYLPIPERIDINE	PPIA
N-(CHLOROPHENYL)-N-HYDROXYGUANIDINE	NOS3
(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE	PRKACA
(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE	PKIA
NORFLOXACIN	TOP2A
VALDECOXIB	PTGS2
VALDECOXIB	CA3
VALDECOXIB	CA2
CALCIUM	S100A8
CALCIUM	BMP4
CALCIUM	ATP2C1
CALCIUM	PDCD6
CALCIUM	CACNA1C
CALCIUM	TNNC2
CALCIUM	TNNC1
CALCIUM	CP
CALCIUM	COMP
CALCIUM	CALM1
CALCIUM	S100A9
CALCIUM	ALPP
CALCIUM	S100A13
CALCIUM	CAST
CALCIUM	S100A2
CALCIUM	PCDH19
CALCIUM	AOC1
CALCIUM	MGP
CALCIUM	S100B
CALCIUM	SPTBN1
PSN9301	DPP4
LEVALLORPHAN	OPRM1
LISDEXAMFETAMINE	ADRA1B
LISDEXAMFETAMINE	SLC6A3
DOPAMINE	DRD1
DOPAMINE	DRD4
DOPAMINE	SOD1
DOPAMINE	DRD3
DOPAMINE	DRD2
DOPAMINE	HTR7
DOPAMINE	DBH
DOPAMINE	HTR3A
DOPAMINE	SLC6A4
DOPAMINE	SLC6A3
DOPAMINE	SLC18A2
DOPAMINE	HTR3B
DOPAMINE	DRD5
DOPAMINE	HTR1A
DOPAMINE	SLC6A2
APREPITANT	TACR1
GALLAMINE TRIETHIODIDE	CHRM1
GALLAMINE TRIETHIODIDE	CHRM5
GALLAMINE TRIETHIODIDE	CHRM2
GALLAMINE TRIETHIODIDE	CHRNA2
GALLAMINE TRIETHIODIDE	ACHE
SIPLIZUMAB	CD2
N-CYCLOHEXYLTAURINE	SULT2B1
N-CYCLOHEXYLTAURINE	EN2
CONIVAPTAN	AVPR1A
CONIVAPTAN	AVPR2
O4-SULFONYLGALACTOSE	MBL2
CARBENOXOLONE	HSD11B1
2-METHOXY-3-ISOPROPYLPYRAZINE	LCN9
TOCAINIDE	SCN5A
RU82209	SRC
PHENPROCOUMON	VKORC1
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	CDK2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	CCNA2
TROSPIUM	CHRM1
ALUMINUM CHLORIDE	GLUD1
(3R)-3-[(1,2,3,4-TETRAHYDROISOQUINOLIN-7-YLOXY)METHYL]-2,3-DIHYDROTHIENO[2,3-F][1,4]OXAZEPIN-5-AMINE	NOS2
N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE	REN
METOCURINE IODIDE	CHRNA2
2-DEOXY-2-FLUORO-ALPHA-D-MANNOSYL FLUORIDE	MAN2A1
GALSULFASE	PLIN3
5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE	METAP1
CLEMASTINE	HRH1
EVEROLIMUS	MTOR
AT2220	GAA
Nα-[(BENZYLOXY)CARBONYL]-N-[(2S)-4-FLUORO-3-OXO-2-BUTANYL]-L-TYROSINAMIDE	CTSF
N-(2S,3R)-3-AMINO-4-CYCLOHEXYL-2-HYDROXY-BUTANO-N-(4-METHYLPHENYL)HYDRAZIDE	METAP2
N-(DIBENZO[B,D]THIOPHEN-3-YLSULFONYL)-L-VALINE	MMP12
CARBOXYMETHYLTHIO-3-(3-CHLOROPHENYL)-1,2,4-OXADIAZOL	CTH
(3S,5R,7R,8S,9S,10R)-7-(HYDROXYMETHYL)-3-(2-NAPHTHYL)-1,6-DIOXA-2-AZASPIRO[4.5]DECANE-8,9,10-TRIOL	PYGM
DEAMIDO-NAD+	NMNAT3
DEAMIDO-NAD+	NMNAT1
ZINC	CFB
ZINC	MDM2
ZINC	HRNR
ZINC	F13B
ZINC	CFI
ZINC	C5
ZINC	JCHAIN
ZINC	UTRN
ZINC	PZP
ZINC	KRT1
ZINC	ITIH1
ZINC	DAND5
ZINC	APLP2
ZINC	APOA4
ZINC	PDIA3
ZINC	TF
ZINC	MT1A
ZINC	APOA1
ZINC	MGMT
ZINC	ITIH2
ZINC	C8B
ZINC	PDCD6
ZINC	IGFALS
ZINC	HBA1
ZINC	ENO1
ZINC	BDKRB1
ZINC	MT3
ZINC	KRT5
ZINC	DSP
ZINC	C3
ZINC	NME1
ZINC	KRT6A
ZINC	CCS
ZINC	APP
ZINC	ORM2
ZINC	S100A2
ZINC	KRT14
ZINC	AGT
ZINC	C1QC
ZINC	HDAC8
ZINC	S100A9
ZINC	GAPDHS
ZINC	CPN2
ZINC	SERPINA3
ZINC	PSPH
ZINC	SERPINA1
ZINC	MMP9
ZINC	SERPINA4
ZINC	FCN3
ZINC	CLU
ZINC	HDAC1
ZINC	CP
ZINC	C4BPA
ZINC	PGLYRP2
ZINC	AHSG
ZINC	KRT16
ZINC	TTR
ZINC	HDAC4
ZINC	C1R
ZINC	ESR1
ZINC	P4HB
ZINC	C8G
ZINC	JUP
ZINC	PRDX1
ZINC	GSN
ZINC	SEMG1
ZINC	MPG
ZINC	APOE
ZINC	KRT2
ZINC	SIVA1
ZINC	A2M
ZINC	DCD
ZINC	VTN
ZINC	SHBG
ZINC	ALDOA
ZINC	S100A7
ZINC	APLP1
ZINC	TUFM
ZINC	CFH
ZINC	FGA
ZINC	ASPA
ZINC	INS
ZINC	APOL1
ZINC	FN1
ZINC	GLRA1
ZINC	IL3
ZINC	HPR
ZINC	APOA2
ZINC	A1BG
ZINC	EEF1A1
ZINC	TP53
ZINC	SERPIND1
ZINC	ITIH3
ZINC	MT2A
ZINC	PON1
ZINC	TP73
ZINC	SERPINA6
ZINC	APOBR
ZINC	KRT9
ZINC	TPI1
ZINC	HBB
ZINC	C4B
ZINC	PARP1
ZINC	CPN1
ZINC	KNG1
ZINC	KLKB1
ZINC	C4BPB
ZINC	C1S
ZINC	C1QB
ZINC	F12
ZINC	C8A
ZINC	KRT10
ZINC	SOD1
ZINC	ITIH4
ZINC	APCS
ZINC	BRCC3
ZINC	F2
ZINC	S100A8
HOMATROPINE METHYLBROMIDE	CHRM2
HOMATROPINE METHYLBROMIDE	CHRM4
HOMATROPINE METHYLBROMIDE	CHRM1
HOMATROPINE METHYLBROMIDE	CHRM3
HOMATROPINE METHYLBROMIDE	CHRM5
AMINOLEVULINIC ACID	ALAD
3,5-DIMETHYL-1-(3-NITROPHENYL)-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	PDE4B
3,5-DIMETHYL-1-(3-NITROPHENYL)-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	PDE4D
MIFAMURTIDE	TLR4
MIFAMURTIDE	NOD2
ANTAZOLINE	HRH1
ENFLURANE	GRIA1
ENFLURANE	KCNN4
ENFLURANE	ATP2C1
ENFLURANE	KCNA1
ENFLURANE	ATP5D
CIRAZOLINE	ADRA1D
CIRAZOLINE	ADRA1B
CIRAZOLINE	ADRA1A
CANTHARIDIN	AHR
UDENAFIL	PDE5A
5-[(3R)-3-(5-METHOXY-3,5-DIMETHYLBIPHENYL-3-YL)BUT-1-YN-1-YL]-6-METHYLPYRIMIDINE-2,4-DIAMINE	DHFR
3-[(5S)-1-ACETYL-3-(2-CHLOROPHENYL)-4,5-DIHYDRO-1H-PYRAZOL-5-YL]PHENOL	KIF11
4-METHYLPIPERAZIN-1-YL CARBONYL GROUP	CTSV
FR221647	ADA
MONTELUKAST	ALOX5
MONTELUKAST	CYSLTR1
N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE	PRKACA
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	CCNA2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	CDK2
HALOFUGINONE	MMP2
HALOFUGINONE	COL1A1
3-(1H-INDOL-3-YL)-4-{1-[2-(1-METHYLPYRROLIDIN-2-YL)ETHYL]-1H-INDOL-3-YL}-1H-PYRROLE-2,5-DIONE	PRKACA
NIGULDIPINE	ADRA1A
NORGESTREL	SRD5A1
NORGESTREL	PGR
NORGESTREL	AR
5-{[1-(2,3-DICHLOROBENZYL)PIPERIDIN-4-YL]METHOXY}QUINAZOLINE-2,4-DIAMINE	DCPS
(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	MAN2A1
GUANINE	GCH1
GUANINE	GPT
GUANINE	PNP
N,4-DIHYDROXY-N-OXO-3-(SULFOOXY)BENZENAMINIUM	ARSA
AXICABTAGENE CILOLEUCEL	CD19
GTS-21	CHRNA7
1-(4-FLUOROPHENYL)-N-[3-FLUORO-4-(1H-PYRROLO[2,3-B]PYRIDIN-4-YLOXY)PHENYL]-2-OXO-1,2-DIHYDROPYRIDINE-3-CARBOXAMIDE	MET
2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID	NEU2
NITROARGININE	NOS3
NITROARGININE	NOS1
2-(2-OXO-1,2-DIHYDRO-PYRIDIN-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	PRSS1
TOLBUTAMIDE	KCNJ1
TOLBUTAMIDE	ABCC8
(5S)-5-(2-AMINO-2-OXOETHYL)-4-OXO-N-[(3-OXO-3,4-DIHYDRO-2H-1,4-BENZOXAZIN-6-YL)METHYL]-3,4,5,6,7,8-HEXAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDINE-2-CARBOXAMIDE	MMP8
ALPHA-KETOISOVALERATE	BCAT2
DI(N-ACETYL-D-GLUCOSAMINE)	B4GALT1
DI(N-ACETYL-D-GLUCOSAMINE)	LYZ
4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL	ADORA2A
ROLIPRAM	PDE4B
ROLIPRAM	PDE4D
CYT006-ANGQB	AGTR2
CYT006-ANGQB	AGTR1
AMBENONIUM	ACHE
(2Z,3E)-2,3-BIINDOLE-2,3(1H,1H)-DIONE 3-{O-[(3R)-3,4-DIHYDROXYBUTYL]OXIME}	CDK16
(2Z,3E)-2,3-BIINDOLE-2,3(1H,1H)-DIONE 3-{O-[(3R)-3,4-DIHYDROXYBUTYL]OXIME}	CAMK2A
VONICOG ALFA	COL1A1
VONICOG ALFA	F8
(5-(AMINOMETHYL)-2H-SPIRO[BENZOFURAN-3,4-PIPERIDINE]-1-YL)(5-(PHENYLETHYNYL)FURAN-2-YL)METHANONE	TPSB2
5-METHYLTETRAHYDROFOLIC ACID	AMT
1-(4-AMINOPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	PDE4D
N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	CA1
N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	CA2
CONJUGATED ESTROGENS	ESR1
BINIMETINIB	IL1B
BINIMETINIB	IL6
BINIMETINIB	TNF
4-(AMINOSULFONYL)-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]-BENZAMIDE	CA2
3-({4-[(1E)-3-MORPHOLIN-4-YL-3-OXOPROP-1-EN-1-YL]-2,3-BIS(TRIFLUOROMETHYL)PHENYL}SULFANYL)ANILINE	ITGAL
9-DEAZAADENINE	APRT
LIGANDROL	AR
1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	ACHE
LENALIDOMIDE	CRBN
LENALIDOMIDE	PTGS2
LENALIDOMIDE	TNFSF11
LENALIDOMIDE	CDH5
SSR-126517E	F10
CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	PNMT
GEMFIBROZIL	PPARA
PROPYL GALLATE	ESR1
METHARBITAL	GABRA5
METHARBITAL	CHRNA4
METHARBITAL	CHRNA7
METHARBITAL	GABRA2
METHARBITAL	GABRA1
METHARBITAL	GABRA4
METHARBITAL	GABRA6
METHARBITAL	GRIK2
METHARBITAL	GABRA3
METHARBITAL	GRIA2
IMATINIB	ABL1
IMATINIB	NTRK1
IMATINIB	RET
IMATINIB	PDGFRB
IMATINIB	PDGFRA
IMATINIB	CSF1R
IMATINIB	DDR1
IMATINIB	KIT
3-AZIDO-3-DEOXYTHYMIDINE-5-DIPHOSPHATE	NME1
GOLIMUMAB	TNF
SB220025	MAPK1
SB220025	MAPK14
FUROYL-LEUCINE	ADAM28
1-(2-AMIDINOPHENYL)-3-(PHENOXYPHENYL)UREA	PRSS1
CARBIDOPA	DDC
N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE	AURKA
AMINEPTINE	SLC6A2
AMINEPTINE	SLC6A4
N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE	KDR
PELITINIB	EGFR
MORPHOLINE-4-CARBOXYLIC ACID [1S-(2-BENZYLOXY-1R-CYANO-ETHYLCARBAMOYL)-3-METHYL-BUTYL]AMIDE	CTSS
(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL	ESR1
(2S,3S)-3-{3-[2-CHLORO-4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-CYCLOPENTYLIDENE-4-CYCLOPROPYL-1-FLUOROBUTAN-2-AMINE	DPP4
AL7182	CA2
TRIMETAZIDINE	ACAA1
ZILEUTON	ALOX5
DIAZOXIDE	CA1
DIAZOXIDE	KCNJ11
DIAZOXIDE	KCNMA1
DIAZOXIDE	ATP1A1
DIAZOXIDE	CA2
DIAZOXIDE	SLC12A3
SELICICLIB	MAPK3
SELICICLIB	CDK1
SELICICLIB	MAPK1
SELICICLIB	CDK9
SELICICLIB	CDK7
SELICICLIB	CSNK1E
SELICICLIB	CDK2
ALCAFTADINE	HRH1
CICLESONIDE	NR3C1
PALIPERIDONE	DRD1
PALIPERIDONE	HTR2A
PALIPERIDONE	CYP3A4
PALIPERIDONE	ADRA1A
PALIPERIDONE	DRD4
PALIPERIDONE	DRD3
PALIPERIDONE	ADRA2A
PALIPERIDONE	CYP3A5
PALIPERIDONE	CYP2D6
PALIPERIDONE	HTR1D
PALIPERIDONE	DRD2
PALIPERIDONE	HTR7
PALIPERIDONE	ADRA1B
PALIPERIDONE	ADRA2C
PALIPERIDONE	HTR1A
PALIPERIDONE	ADRA2B
PALIPERIDONE	HTR2C
PALIPERIDONE	HRH1
CHLORPHENAMINE	SLC6A3
CHLORPHENAMINE	HRH1
CHLORPHENAMINE	SLC6A4
CHLORPHENAMINE	SLC6A2
URIDINE-5-DIPHOSPHATE-4-DEOXY-4-FLUORO-ALPHA-D-GALACTOSE	GALE
TERBUTALINE	ADRB1
TERBUTALINE	ADRB2
TERBUTALINE	ADRB3
(17BETA)-17-(CYANOMETHYL)-2-METHOXYESTRA-1(10),2,4-TRIEN-3-YL SULFAMATE	CA2
2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE	ACSBG1
AMODIAQUINE	HNMT
(4E)-N-(4-FLUOROPHENYL)-4-[(PHENYLCARBONYL)IMINO]-4H-PYRAZOLE-3-CARBOXAMIDE	CDK2
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL19
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL26L1
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL37
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL8
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	SNU13
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	CPA1
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RSL24D1
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL13A
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL11
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL15
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL23
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL10L
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL3
ALPHA-HYDROXY-BETA-PHENYL-PROPIONIC ACID	RPL23A
LIPOIC ACID	LIPT1
LIPOIC ACID	LIAS
LIPOIC ACID	SLC5A6
4-{2,4-BIS[(3-NITROBENZOYL)AMINO]PHENOXY}PHTHALIC ACID	PYGM
NARINGENIN	CYP1B1
NARINGENIN	ESR2
NARINGENIN	ESR1
NARINGENIN	SHBG
NARINGENIN	CYP19A1
NARINGENIN	AKR1C1
NARINGENIN	KANSL3
PIRITREXIM	DHFR
N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE	F10
BENTIROMIDE	HPN
3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE	F2
FLUOCINONIDE	SMO
FLUOCINONIDE	NR3C1
GABACULINE	OAT
UROFOLLITROPIN	FSHR
PIMAGEDINE	NOS2
PIMAGEDINE	AKR1B1
PIMAGEDINE	TIMP3
SALMETEROL	ADRB1
SALMETEROL	ADRB2
SALMETEROL	ADRB3
SECOBARBITAL	CHRNA4
SECOBARBITAL	GABRA5
SECOBARBITAL	CHRNA7
SECOBARBITAL	GABRA2
SECOBARBITAL	GABRA1
SECOBARBITAL	GABRA4
SECOBARBITAL	GABRA6
SECOBARBITAL	GRIK2
SECOBARBITAL	GABRA3
SECOBARBITAL	GRIA2
4-{[4-(1-CYCLOPROPYL-2-METHYL-1H-IMIDAZOL-5-YL)PYRIMIDIN-2-YL]AMINO}-N-METHYLBENZENESULFONAMIDE	CDK2
ATIPRIMOD	TNF
ATIPRIMOD	IL6
6-CYCLOHEXYLMETHOXY-2-(3-CHLOROANILINO) PURINE	CDK2
6-CYCLOHEXYLMETHOXY-2-(3-CHLOROANILINO) PURINE	CCNA2
DILTIAZEM	CACNG1
BETA-D-ARABINOFURANOSE 5-PHOSPHATE	RPIA
PRAVASTATIN	HMGCR
1-NAPHTHALENEACETIC ACID	SKP1
ADENOSINE MONOPHOSPHATE	ADCY1
ADENOSINE MONOPHOSPHATE	ADK
ADENOSINE MONOPHOSPHATE	PRKAA1
ADENOSINE MONOPHOSPHATE	PDE4B
ADENOSINE MONOPHOSPHATE	PYGL
ADENOSINE MONOPHOSPHATE	PIM1
ADENOSINE MONOPHOSPHATE	CREB1
ADENOSINE MONOPHOSPHATE	ACSL1
ADENOSINE MONOPHOSPHATE	ACSS1
ADENOSINE MONOPHOSPHATE	HINT1
ADENOSINE MONOPHOSPHATE	PDE4D
ADENOSINE MONOPHOSPHATE	FBP1
ADENOSINE MONOPHOSPHATE	PRKAB2
ADENOSINE MONOPHOSPHATE	PRKAB1
ADENOSINE MONOPHOSPHATE	ACSS2
MOLINDONE	DRD2
MOLINDONE	HTR1A
MOLINDONE	HTR2A
MOLINDONE	CHRM1
(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL	CES1
MF268	ACHE
(4-SULFAMOYL-PHENYL)-THIOCARBAMIC ACID O-(2-THIOPHEN-3-YL-ETHYL) ESTER	CA2
